"","SubjectID_left","SubjectID_right","Gender_left","Gender_right","Age_left","Age_right","Image_1","Image_2","Prop_red_image_1","Prop_red_image_2","Prop_yellow_image_1","Prop_yellow_image_2","Prop_green_image_1","Prop_green_image_2","Prop_blue_image_1","Prop_blue_image_2","Response_left","Response_right","Joint_left","Joint_right","Correct_left","Correct_right","Correct_joint","RT_left","RT_right","RT_joint_left","RT_joint_right","Round","Block","group_id","SubjectID_left_unique","SubjectID_right_unique","diff","response_right_dummy","response_left_dummy","response_joint_dummy","chosen_leader","Leader_gender","Follower_gender","leader_behavior","Trial"
"5013","50","52","Female","Female",22,22,"Stim\r22y35g09b11.jpeg","Stim\r15y05g12b10.jpeg",22,15,35,5,9,12,11,10,-1,1,1,0,0,1,1,1.003,1.433,1.921,0,1,"grøn","50_52","50_1","52_1",3,1,0,1,"Left_lead","Female","Female","surrender",92
"5016","50","52","Female","Female",22,22,"Stim\r19y15g35b05.jpeg","Stim\r06y14g31b25.jpeg",19,6,15,14,35,31,5,25,-1,1,0,1,1,0,0,1.566,3.396,0,2.291,1,"grøn","50_52","50_1","52_1",-4,1,0,1,"Right_lead","Female","Female","stick",95
"5020","53","55","Male","Male",18,21,"Stim\r17y22g16b15.jpeg","Stim\r14y20g16b10.jpeg",17,14,22,20,16,16,15,10,-1,1,1,0,1,0,0,1.805,1.234,4.99,0,2,"rød","53_55","53_2","55_2",-3,1,0,1,"Left_lead","Male","Male","surrender",2
"5024","53","55","Male","Male",18,21,"Stim\r09y06g26b32.jpeg","Stim\r12y09g30b18.jpeg",9,12,6,9,26,30,32,18,2,-1,0,1,1,0,1,1.455,1.102,0,2.405,2,"rød","53_55","53_2","55_2",3,0,1,1,"Right_lead","Male","Male","surrender",6
"5028","53","55","Male","Male",18,21,"Stim\r13y24g05b28.jpeg","Stim\r16y09g06b10.jpeg",13,16,24,9,5,6,28,10,2,-1,0,1,1,0,1,2.37,0.833,0,1.97,2,"rød","53_55","53_2","55_2",3,0,1,1,"Right_lead","Male","Male","surrender",10
"5032","53","55","Male","Male",18,21,"Stim\r20y04g39b23.jpeg","Stim\r21y24g16b04.jpeg",20,21,4,24,39,16,23,4,-1,2,1,0,0,1,1,2.502,1.58,1.992,0,2,"rød","53_55","53_2","55_2",1,1,0,1,"Left_lead","Male","Male","surrender",14
"5033","53","55","Male","Male",18,21,"Stim\r17y07g07b24.jpeg","Stim\r10y07g11b10.jpeg",17,10,7,7,7,11,24,10,-1,1,1,0,1,0,0,1.756,2.318,1.604,0,2,"rød","53_55","53_2","55_2",-7,1,0,1,"Left_lead","Male","Male","surrender",15
"5040","53","55","Male","Male",18,21,"Stim\r03y06g12b09.jpeg","Stim\r06y14g31b25.jpeg",3,6,6,14,12,31,9,25,2,-1,0,1,1,0,1,1.959,3.005,0,2.059,2,"rød","53_55","53_2","55_2",3,0,1,1,"Right_lead","Male","Male","surrender",22
"5045","53","55","Male","Male",18,21,"Stim\r17y11g38b07.jpeg","Stim\r18y13g28b06.jpeg",17,18,11,13,38,28,7,6,-2,1,0,-1,1,0,1,2.738,1.318,0,1.548,2,"blå","53_55","53_2","55_2",-1,1,0,0,"Right_lead","Male","Male","surrender",27
"5051","53","55","Male","Male",18,21,"Stim\r16y09g06b10.jpeg","Stim\r17y20g40b07.jpeg",16,17,9,20,6,40,10,7,-2,2,0,1,1,0,0,2.153,1.183,0,3.106,2,"blå","53_55","53_2","55_2",-3,1,0,1,"Right_lead","Male","Male","stick",33
"5054","53","55","Male","Male",18,21,"Stim\r03y03g02b05.jpeg","Stim\r21y31g06b08.jpeg",3,21,3,31,2,6,5,8,-2,1,0,-1,0,1,0,1.679,1.151,0,1.387,2,"blå","53_55","53_2","55_2",3,1,0,0,"Right_lead","Male","Male","surrender",36
"5060","53","55","Male","Male",18,21,"Stim\r20y14g02b19.jpeg","Stim\r07y14g27b22.jpeg",20,7,14,14,2,27,19,22,-2,2,1,0,0,1,1,2.257,0.955,1.842,0,2,"blå","53_55","53_2","55_2",3,1,0,1,"Left_lead","Male","Male","surrender",42
"5065","53","55","Male","Male",18,21,"Stim\r12y12g14b26.jpeg","Stim\r05y09g02b34.jpeg",12,5,12,9,14,2,26,34,-2,3,0,1,0,1,1,3.197,2.11,0,4.848,2,"blå","53_55","53_2","55_2",8,1,0,1,"Right_lead","Male","Male","stick",47
"5067","53","55","Male","Male",18,21,"Stim\r15y05g12b10.jpeg","Stim\r08y09g09b11.jpeg",15,8,5,9,12,9,10,11,-2,3,0,1,0,1,1,2.32,1.415,0,3.703,2,"gul","53_55","53_2","55_2",4,1,0,1,"Right_lead","Male","Male","stick",49
"5069","53","55","Male","Male",18,21,"Stim\r09y02g05b02.jpeg","Stim\r15y05g12b10.jpeg",9,15,2,5,5,12,2,10,-2,2,1,0,0,1,1,2.092,1.204,1.106,0,2,"gul","53_55","53_2","55_2",3,1,0,1,"Left_lead","Male","Male","surrender",51
"5071","53","55","Male","Male",18,21,"Stim\r08y12g20b03.jpeg","Stim\r07y06g08b05.jpeg",8,7,12,6,20,8,3,5,2,-3,-1,0,0,1,1,2.314,2.128,2.06,0,2,"gul","53_55","53_2","55_2",-6,0,1,0,"Left_lead","Male","Male","surrender",53
"5073","53","55","Male","Male",18,21,"Stim\r09y17g32b21.jpeg","Stim\r15y16g12b03.jpeg",9,15,17,16,32,12,21,3,2,-1,-1,0,0,1,1,4.012,1.641,3.611,0,2,"gul","53_55","53_2","55_2",-1,0,1,0,"Left_lead","Male","Male","surrender",55
"5074","53","55","Male","Male",18,21,"Stim\r19y10g06b15.jpeg","Stim\r09y07g06b09.jpeg",19,9,10,7,6,6,15,9,-1,1,1,0,1,0,0,2.552,1.106,1.449,0,2,"gul","53_55","53_2","55_2",-3,1,0,1,"Left_lead","Male","Male","surrender",56
"5075","53","55","Male","Male",18,21,"Stim\r07y06g08b05.jpeg","Stim\r11y10g06b19.jpeg",7,11,6,10,8,6,5,19,-2,2,0,-1,0,1,0,2.199,1.345,0,2.583,2,"gul","53_55","53_2","55_2",4,1,0,0,"Right_lead","Male","Male","surrender",57
"5083","53","55","Male","Male",18,21,"Stim\r05y40g33b16.jpeg","Stim\r04y39g24b15.jpeg",5,4,40,39,33,24,16,15,-4,1,0,-1,1,0,1,2.867,1.996,0,1.409,2,"gul","53_55","53_2","55_2",-1,1,0,0,"Right_lead","Male","Male","surrender",65
"5093","53","55","Male","Male",18,21,"Stim\r16y09g06b10.jpeg","Stim\r22y35g09b11.jpeg",16,22,9,35,6,9,10,11,1,-1,0,1,1,0,1,2.442,1.839,0,2.45,2,"grøn","53_55","53_2","55_2",3,0,1,1,"Right_lead","Male","Male","surrender",75
"5095","53","55","Male","Male",18,21,"Stim\r21y01g04b27.jpeg","Stim\r20y14g02b19.jpeg",21,20,1,14,4,2,27,19,4,-1,1,0,0,1,0,2.33,1.11,2.27,0,2,"grøn","53_55","53_2","55_2",-2,0,1,1,"Left_lead","Male","Male","stick",77
"5112","53","55","Male","Male",18,21,"Stim\r12y07g16b25.jpeg","Stim\r15y17g24b30.jpeg",12,15,7,17,16,24,25,30,-4,4,0,1,0,1,1,1.763,1.347,0,4.728,2,"grøn","53_55","53_2","55_2",8,1,0,1,"Right_lead","Male","Male","stick",94
"5114","53","55","Male","Male",18,21,"Stim\r04y39g24b15.jpeg","Stim\r12y07g16b25.jpeg",4,12,39,7,24,16,15,25,-1,4,0,1,1,0,0,4.226,1.623,0,3.957,2,"grøn","53_55","53_2","55_2",-8,1,0,1,"Right_lead","Male","Male","stick",96
"5115","54","55","Female","Male",18,21,"Stim\r19y10g06b15.jpeg","Stim\r17y07g07b24.jpeg",19,17,10,7,6,7,15,24,-2,2,0,-1,1,0,1,2.292,5.573,0,5.799,1,"rød","54_55","54_1","55_1",-2,1,0,0,"Right_lead","Male","Female","surrender",1
"5116","54","55","Female","Male",18,21,"Stim\r02y10g14b11.jpeg","Stim\r05y09g02b34.jpeg",2,5,10,9,14,2,11,34,-3,1,-1,0,0,1,0,2.468,3.057,7.52,0,1,"rød","54_55","54_1","55_1",3,1,0,0,"Left_lead","Female","Male","stick",2
"5119","54","55","Female","Male",18,21,"Stim\r14y12g04b29.jpeg","Stim\r07y02g03b06.jpeg",14,7,12,2,4,3,29,6,-2,1,-1,0,1,0,1,1.579,3.107,3.388,0,1,"rød","54_55","54_1","55_1",-7,1,0,0,"Left_lead","Female","Male","stick",5
"5120","54","55","Female","Male",18,21,"Stim\r21y24g16b04.jpeg","Stim\r17y07g07b24.jpeg",21,17,24,7,16,7,4,24,-1,3,1,0,1,0,0,2.392,2.421,2.534,0,1,"rød","54_55","54_1","55_1",-4,1,0,1,"Left_lead","Female","Male","surrender",6
"5124","54","55","Female","Male",18,21,"Stim\r04y16g13b13.jpeg","Stim\r06y19g29b08.jpeg",4,6,16,19,13,29,13,8,2,-1,-1,0,1,0,0,2.196,2.193,4.044,0,1,"rød","54_55","54_1","55_1",2,0,1,0,"Left_lead","Female","Male","surrender",10
"5125","54","55","Female","Male",18,21,"Stim\r14y20g16b10.jpeg","Stim\r17y20g40b07.jpeg",14,17,20,20,16,40,10,7,-1,3,0,1,0,1,1,2.034,1.652,0,2.694,1,"rød","54_55","54_1","55_1",3,1,0,1,"Right_lead","Male","Female","stick",11
"5129","54","55","Female","Male",18,21,"Stim\r03y03g02b05.jpeg","Stim\r07y02g03b06.jpeg",3,7,3,2,2,3,5,6,4,-1,1,0,1,0,1,1.519,1.482,2.94,0,1,"rød","54_55","54_1","55_1",4,0,1,1,"Left_lead","Female","Male","stick",15
"5131","54","55","Female","Male",18,21,"Stim\r17y22g16b15.jpeg","Stim\r20y04g39b23.jpeg",17,20,22,4,16,39,15,23,-4,4,0,1,0,1,1,1.42,1.217,0,3.489,1,"rød","54_55","54_1","55_1",3,1,0,1,"Right_lead","Male","Female","stick",17
"5135","54","55","Female","Male",18,21,"Stim\r10y27g22b14.jpeg","Stim\r06y14g31b25.jpeg",10,6,27,14,22,31,14,25,4,-1,0,1,0,1,0,1.424,3.119,0,2.167,1,"rød","54_55","54_1","55_1",-4,0,1,1,"Right_lead","Male","Female","surrender",21
"5137","54","55","Female","Male",18,21,"Stim\r14y10g15b15.jpeg","Stim\r15y05g12b10.jpeg",14,15,10,5,15,12,15,10,-4,2,-1,0,0,1,0,1.873,1.448,2.796,0,1,"rød","54_55","54_1","55_1",1,1,0,0,"Left_lead","Female","Male","stick",23
"5138","54","55","Female","Male",18,21,"Stim\r10y07g11b10.jpeg","Stim\r09y15g18b07.jpeg",10,9,7,15,11,18,10,7,2,-2,0,1,0,1,0,1.44,1.17,0,1.679,1,"rød","54_55","54_1","55_1",-1,0,1,1,"Right_lead","Male","Female","surrender",24
"5143","54","55","Female","Male",18,21,"Stim\r10y37g07b02.jpeg","Stim\r21y24g16b04.jpeg",10,21,37,24,7,16,2,4,-4,2,0,-1,0,1,0,2.123,1.343,0,1.88,1,"blå","54_55","54_1","55_1",2,1,0,0,"Right_lead","Male","Female","surrender",29
"5144","54","55","Female","Male",18,21,"Stim\r19y10g06b15.jpeg","Stim\r17y12g19b18.jpeg",19,17,10,12,6,19,15,18,1,-1,0,-1,1,0,0,1.705,1.217,0,2.97,1,"blå","54_55","54_1","55_1",3,0,1,0,"Right_lead","Male","Female","stick",30
"5147","54","55","Female","Male",18,21,"Stim\r03y11g01b26.jpeg","Stim\r15y17g24b30.jpeg",3,15,11,17,1,24,26,30,-1,1,0,1,0,1,1,2.012,1.641,0,2.222,1,"blå","54_55","54_1","55_1",4,1,0,1,"Right_lead","Male","Female","stick",33
"5148","54","55","Female","Male",18,21,"Stim\r17y11g38b07.jpeg","Stim\r19y15g35b05.jpeg",17,19,11,15,38,35,7,5,1,-1,0,1,0,1,0,1.332,1.378,0,3.22,1,"blå","54_55","54_1","55_1",-2,0,1,1,"Right_lead","Male","Female","surrender",34
"5149","54","55","Female","Male",18,21,"Stim\r09y06g26b32.jpeg","Stim\r14y12g04b29.jpeg",9,14,6,12,26,4,32,29,1,-1,0,-1,0,1,1,1.635,1.982,0,1.128,1,"blå","54_55","54_1","55_1",-3,0,1,0,"Right_lead","Male","Female","stick",35
"5151","54","55","Female","Male",18,21,"Stim\r14y12g04b29.jpeg","Stim\r12y12g14b26.jpeg",14,12,12,12,4,14,29,26,-1,2,1,0,1,0,0,1.265,3.061,2.188,0,1,"blå","54_55","54_1","55_1",-3,1,0,1,"Left_lead","Female","Male","surrender",37
"5154","54","55","Female","Male",18,21,"Stim\r17y20g40b07.jpeg","Stim\r15y16g12b03.jpeg",17,15,20,16,40,12,7,3,-2,1,0,-1,1,0,1,1.411,3.285,0,1.731,1,"blå","54_55","54_1","55_1",-4,1,0,0,"Right_lead","Male","Female","surrender",40
"5158","54","55","Female","Male",18,21,"Stim\r22y35g09b11.jpeg","Stim\r17y20g40b07.jpeg",22,17,35,20,9,40,11,7,4,-1,0,1,0,1,0,1.773,2.52,0,1.912,1,"blå","54_55","54_1","55_1",-4,0,1,1,"Right_lead","Male","Female","surrender",44
"5159","54","55","Female","Male",18,21,"Stim\r07y14g27b22.jpeg","Stim\r12y12g14b26.jpeg",7,12,14,12,27,14,22,26,-2,4,0,1,0,1,1,1.569,1.949,0,6.91,1,"blå","54_55","54_1","55_1",4,1,0,1,"Right_lead","Male","Female","stick",45
"5160","54","55","Female","Male",18,21,"Stim\r09y17g32b21.jpeg","Stim\r07y14g27b22.jpeg",9,7,17,14,32,27,21,22,2,-1,0,1,1,0,1,1.579,2.074,0,1.949,1,"blå","54_55","54_1","55_1",1,0,1,1,"Right_lead","Male","Female","surrender",46
"5161","54","55","Female","Male",18,21,"Stim\r05y09g02b34.jpeg","Stim\r15y17g24b30.jpeg",5,15,9,17,2,24,34,30,-3,2,0,1,1,0,0,1.677,2.406,0,5.906,1,"blå","54_55","54_1","55_1",-4,1,0,1,"Right_lead","Male","Female","stick",47
"5168","54","55","Female","Male",18,21,"Stim\r16y09g06b10.jpeg","Stim\r11y10g06b19.jpeg",16,11,9,10,6,6,10,19,-1,3,0,1,0,1,1,1.406,1.736,0,1.878,1,"gul","54_55","54_1","55_1",1,1,0,1,"Right_lead","Male","Female","stick",54
"5169","54","55","Female","Male",18,21,"Stim\r08y23g10b29.jpeg","Stim\r17y20g40b07.jpeg",8,17,23,20,10,40,29,7,-2,1,-1,0,1,0,1,1.329,2.409,2.909,0,1,"gul","54_55","54_1","55_1",-3,1,0,0,"Left_lead","Female","Male","stick",55
"5172","54","55","Female","Male",18,21,"Stim\r03y03g02b05.jpeg","Stim\r10y02g36b05.jpeg",3,10,3,2,2,36,5,5,-3,1,0,-1,1,0,1,1.74,1.581,0,1.582,1,"gul","54_55","54_1","55_1",-1,1,0,0,"Right_lead","Male","Female","surrender",58
"5174","54","55","Female","Male",18,21,"Stim\r02y10g14b11.jpeg","Stim\r05y09g02b34.jpeg",2,5,10,9,14,2,11,34,-2,1,0,-1,1,0,1,1.249,2.542,0,1.72,1,"gul","54_55","54_1","55_1",-1,1,0,0,"Right_lead","Male","Female","surrender",60
"5180","54","55","Female","Male",18,21,"Stim\r07y02g03b06.jpeg","Stim\r21y03g15b37.jpeg",7,21,2,3,3,15,6,37,-3,1,-1,0,0,1,0,1.44,0.871,1.954,0,1,"gul","54_55","54_1","55_1",1,1,0,0,"Left_lead","Female","Male","stick",66
"5181","54","55","Female","Male",18,21,"Stim\r22y02g34b05.jpeg","Stim\r10y03g03b07.jpeg",22,10,2,3,34,3,5,7,-2,2,0,1,0,1,1,1.833,1.512,0,1.086,1,"gul","54_55","54_1","55_1",1,1,0,1,"Right_lead","Male","Female","stick",67
"5182","54","55","Female","Male",18,21,"Stim\r01y27g01b01.jpeg","Stim\r04y28g27b06.jpeg",1,4,27,28,1,27,1,6,-3,1,1,0,0,1,1,1.829,3.775,1.562,0,1,"gul","54_55","54_1","55_1",1,1,0,1,"Left_lead","Female","Male","surrender",68
"5186","54","55","Female","Male",18,21,"Stim\r13y24g05b28.jpeg","Stim\r10y27g22b14.jpeg",13,10,24,27,5,22,28,14,1,-1,1,0,1,0,1,1.101,1.663,3.695,0,1,"gul","54_55","54_1","55_1",3,0,1,1,"Left_lead","Female","Male","stick",72
"5190","54","55","Female","Male",18,21,"Stim\r22y23g20b06.jpeg","Stim\r15y05g12b10.jpeg",22,15,23,5,20,12,6,10,-1,4,1,0,1,0,0,0.923,1.234,1.756,0,1,"grøn","54_55","54_1","55_1",-8,1,0,1,"Left_lead","Female","Male","surrender",76
"5191","54","55","Female","Male",18,21,"Stim\r03y11g01b26.jpeg","Stim\r07y06g08b05.jpeg",3,7,11,6,1,8,26,5,-1,1,1,0,0,1,1,1.48,0.993,1.809,0,1,"grøn","54_55","54_1","55_1",7,1,0,1,"Left_lead","Female","Male","surrender",77
"5192","54","55","Female","Male",18,21,"Stim\r14y08g21b39.jpeg","Stim\r22y23g20b06.jpeg",14,22,8,23,21,20,39,6,1,-1,0,1,0,1,0,1.031,1.274,0,1.88,1,"grøn","54_55","54_1","55_1",-1,0,1,1,"Right_lead","Male","Female","surrender",78
"5197","54","55","Female","Male",18,21,"Stim\r22y35g09b11.jpeg","Stim\r09y07g06b09.jpeg",22,9,35,7,9,6,11,9,-2,2,-1,0,1,0,1,1.156,1.619,3.685,0,1,"grøn","54_55","54_1","55_1",-3,1,0,0,"Left_lead","Female","Male","stick",83
"5199","54","55","Female","Male",18,21,"Stim\r11y14g08b23.jpeg","Stim\r10y37g07b02.jpeg",11,10,14,37,8,7,23,2,-2,1,-1,0,1,0,1,1.362,3.748,1.835,0,1,"grøn","54_55","54_1","55_1",-1,1,0,0,"Left_lead","Female","Male","stick",85
"5200","54","55","Female","Male",18,21,"Stim\r15y16g12b03.jpeg","Stim\r10y07g11b10.jpeg",15,10,16,7,12,11,3,10,-1,3,1,0,1,0,0,1.068,1.664,1.56,0,1,"grøn","54_55","54_1","55_1",-1,1,0,1,"Left_lead","Female","Male","surrender",86
"5201","54","55","Female","Male",18,21,"Stim\r10y27g22b14.jpeg","Stim\r02y19g24b04.jpeg",10,2,27,19,22,24,14,4,-3,1,-1,0,0,1,0,1.658,0.988,1.436,0,1,"grøn","54_55","54_1","55_1",2,1,0,0,"Left_lead","Female","Male","stick",87
"5202","54","55","Female","Male",18,21,"Stim\r09y17g32b21.jpeg","Stim\r05y40g33b16.jpeg",9,5,17,40,32,33,21,16,-1,3,1,0,0,1,1,1.112,1.53,1.384,0,1,"grøn","54_55","54_1","55_1",1,1,0,1,"Left_lead","Female","Male","surrender",88
"5204","54","55","Female","Male",18,21,"Stim\r17y07g07b24.jpeg","Stim\r08y23g10b29.jpeg",17,8,7,23,7,10,24,29,-1,1,0,-1,0,1,0,1.024,1.51,0,2.051,1,"grøn","54_55","54_1","55_1",3,1,0,0,"Right_lead","Male","Female","surrender",90
"5205","54","55","Female","Male",18,21,"Stim\r03y06g12b09.jpeg","Stim\r21y03g15b37.jpeg",3,21,6,3,12,15,9,37,-1,2,1,0,0,1,1,0.92,1.365,1.829,0,1,"grøn","54_55","54_1","55_1",3,1,0,1,"Left_lead","Female","Male","surrender",91
"5211","54","55","Female","Male",18,21,"Stim\r08y12g20b03.jpeg","Stim\r09y15g18b07.jpeg",8,9,12,15,20,18,3,7,-3,2,-1,0,1,0,1,1.474,1.132,1.41,0,1,"grøn","54_55","54_1","55_1",-2,1,0,0,"Left_lead","Female","Male","stick",97
"5214","56","53","Female","Male",22,18,"Stim\r18y19g14b27.jpeg","Stim\r21y03g15b37.jpeg",18,21,19,3,14,15,27,37,2,-2,-1,0,1,0,0,3.724,2.238,6.662,0,1,"rød","56_53","56_1","53_1",3,0,1,0,"Left_lead","Female","Male","surrender",3
"5215","56","53","Female","Male",22,18,"Stim\r12y12g14b26.jpeg","Stim\r11y13g22b35.jpeg",12,11,12,13,14,22,26,35,-1,1,-1,0,1,0,1,4.065,3.46,5.666,0,1,"rød","56_53","56_1","53_1",-1,1,0,0,"Left_lead","Female","Male","stick",4
"5216","56","53","Female","Male",22,18,"Stim\r16y09g06b10.jpeg","Stim\r20y04g39b23.jpeg",16,20,9,4,6,39,10,23,2,-1,0,1,1,0,1,2.1,2.995,0,3.659,1,"rød","56_53","56_1","53_1",4,0,1,1,"Right_lead","Male","Female","surrender",5
"5217","56","53","Female","Male",22,18,"Stim\r08y09g09b11.jpeg","Stim\r12y12g14b26.jpeg",8,12,9,12,9,14,11,26,1,-1,1,0,1,0,1,4.359,4.655,3.46,0,1,"rød","56_53","56_1","53_1",4,0,1,1,"Left_lead","Female","Male","stick",6
"5218","56","53","Female","Male",22,18,"Stim\r15y17g24b30.jpeg","Stim\r12y09g30b18.jpeg",15,12,17,9,24,30,30,18,-2,1,0,-1,1,0,1,3.54,3.203,0,2.253,1,"rød","56_53","56_1","53_1",-3,1,0,0,"Right_lead","Male","Female","surrender",7
"5220","56","53","Female","Male",22,18,"Stim\r17y22g16b15.jpeg","Stim\r15y16g12b03.jpeg",17,15,22,16,16,12,15,3,2,-1,0,1,0,1,0,1.814,2.81,0,2.265,1,"rød","56_53","56_1","53_1",-2,0,1,1,"Right_lead","Male","Female","surrender",9
"5222","56","53","Female","Male",22,18,"Stim\r16y21g04b04.jpeg","Stim\r15y05g12b10.jpeg",16,15,21,5,4,12,4,10,1,-1,1,0,0,1,0,1.388,1.635,2.199,0,1,"rød","56_53","56_1","53_1",-1,0,1,1,"Left_lead","Female","Male","stick",11
"5224","56","53","Female","Male",22,18,"Stim\r22y35g09b11.jpeg","Stim\r19y10g06b15.jpeg",22,19,35,10,9,6,11,15,1,-2,-1,0,0,1,1,2.571,2.568,3.319,0,1,"rød","56_53","56_1","53_1",-3,0,1,0,"Left_lead","Female","Male","surrender",13
"5226","56","53","Female","Male",22,18,"Stim\r21y03g15b37.jpeg","Stim\r17y11g38b07.jpeg",21,17,3,11,15,38,37,7,2,-2,1,0,0,1,0,1.273,2.134,6.865,0,1,"rød","56_53","56_1","53_1",-4,0,1,1,"Left_lead","Female","Male","stick",15
"5233","56","53","Female","Male",22,18,"Stim\r10y03g03b07.jpeg","Stim\r12y07g16b25.jpeg",10,12,3,7,3,16,7,25,1,-1,0,1,1,0,1,2.029,2.325,0,1.979,1,"rød","56_53","56_1","53_1",2,0,1,1,"Right_lead","Male","Female","surrender",22
"5234","56","53","Female","Male",22,18,"Stim\r12y09g30b18.jpeg","Stim\r09y17g32b21.jpeg",12,9,9,17,30,32,18,21,2,-1,0,1,0,1,0,2.185,2.331,0,1.546,1,"rød","56_53","56_1","53_1",-3,0,1,1,"Right_lead","Male","Female","surrender",23
"5238","56","53","Female","Male",22,18,"Stim\r12y12g14b26.jpeg","Stim\r17y07g07b24.jpeg",12,17,12,7,14,7,26,24,1,-1,1,0,0,1,0,1.403,2.901,4.766,0,1,"blå","56_53","56_1","53_1",-2,0,1,1,"Left_lead","Female","Male","stick",27
"5241","56","53","Female","Male",22,18,"Stim\r22y02g34b05.jpeg","Stim\r17y11g38b07.jpeg",22,17,2,11,34,38,5,7,1,-2,0,-1,1,0,0,1.832,2.828,0,2.885,1,"blå","56_53","56_1","53_1",2,0,1,0,"Right_lead","Male","Female","stick",30
"5244","56","53","Female","Male",22,18,"Stim\r04y39g24b15.jpeg","Stim\r03y06g12b09.jpeg",4,3,39,6,24,12,15,9,-1,1,1,0,1,0,0,2.222,2.01,3.84,0,1,"blå","56_53","56_1","53_1",-6,1,0,1,"Left_lead","Female","Male","surrender",33
"5251","56","53","Female","Male",22,18,"Stim\r05y09g02b34.jpeg","Stim\r10y13g07b36.jpeg",5,10,9,13,2,7,34,36,2,-2,-1,0,1,0,0,2.421,4.915,3.082,0,1,"blå","56_53","56_1","53_1",2,0,1,0,"Left_lead","Female","Male","surrender",40
"5255","56","53","Female","Male",22,18,"Stim\r19y10g06b15.jpeg","Stim\r12y09g30b18.jpeg",19,12,10,9,6,30,15,18,1,-1,0,1,1,0,1,2.677,4.156,0,1.71,1,"blå","56_53","56_1","53_1",3,0,1,1,"Right_lead","Male","Female","surrender",44
"5256","56","53","Female","Male",22,18,"Stim\r06y14g31b25.jpeg","Stim\r03y11g01b26.jpeg",6,3,14,11,31,1,25,26,1,-1,1,0,1,0,1,1.976,2.306,1.619,0,1,"blå","56_53","56_1","53_1",1,0,1,1,"Left_lead","Female","Male","stick",45
"5276","56","53","Female","Male",22,18,"Stim\r06y14g31b25.jpeg","Stim\r15y17g24b30.jpeg",6,15,14,17,31,24,25,30,1,-1,-1,0,1,0,0,5.631,2.025,3.498,0,1,"gul","56_53","56_1","53_1",3,0,1,0,"Left_lead","Female","Male","surrender",65
"5288","56","53","Female","Male",22,18,"Stim\r15y17g24b30.jpeg","Stim\r12y07g16b25.jpeg",15,12,17,7,24,16,30,25,-1,2,0,1,1,0,0,2.842,3.258,0,2.787,1,"grøn","56_53","56_1","53_1",-8,1,0,1,"Right_lead","Male","Female","stick",77
"5289","56","53","Female","Male",22,18,"Stim\r14y20g16b10.jpeg","Stim\r15y16g12b03.jpeg",14,15,20,16,16,12,10,3,-1,1,-1,0,1,0,1,2.338,1.748,4.643,0,1,"grøn","56_53","56_1","53_1",-4,1,0,0,"Left_lead","Female","Male","stick",78
"5291","56","53","Female","Male",22,18,"Stim\r12y07g07b17.jpeg","Stim\r22y35g09b11.jpeg",12,22,7,35,7,9,17,11,-1,1,-1,0,0,1,0,1.706,2.085,4.658,0,1,"grøn","56_53","56_1","53_1",2,1,0,0,"Left_lead","Female","Male","stick",80
"5294","56","53","Female","Male",22,18,"Stim\r08y12g20b03.jpeg","Stim\r17y22g16b15.jpeg",8,17,12,22,20,16,3,15,-1,1,0,-1,1,0,1,1.213,1.593,0,2.779,1,"grøn","56_53","56_1","53_1",-4,1,0,0,"Right_lead","Male","Female","surrender",83
"5299","56","53","Female","Male",22,18,"Stim\r11y26g25b38.jpeg","Stim\r09y15g18b07.jpeg",11,9,26,15,25,18,38,7,1,-1,-1,0,0,1,1,3.388,2.998,2.398,0,1,"grøn","56_53","56_1","53_1",-7,0,1,0,"Left_lead","Female","Male","surrender",88
"5300","56","53","Female","Male",22,18,"Stim\r17y11g38b07.jpeg","Stim\r19y15g35b05.jpeg",17,19,11,15,38,35,7,5,-2,1,0,-1,1,0,1,2.285,2.631,0,2.378,1,"grøn","56_53","56_1","53_1",-3,1,0,0,"Right_lead","Male","Female","surrender",89
"5301","56","53","Female","Male",22,18,"Stim\r12y09g30b18.jpeg","Stim\r22y02g34b05.jpeg",12,22,9,2,30,34,18,5,-1,2,0,-1,0,1,0,1.891,2.082,0,5.177,1,"grøn","56_53","56_1","53_1",4,1,0,0,"Right_lead","Male","Female","surrender",90
"5302","56","53","Female","Male",22,18,"Stim\r08y23g10b29.jpeg","Stim\r12y12g14b26.jpeg",8,12,23,12,10,14,29,26,1,-1,-1,0,1,0,0,1.64,1.704,3.219,0,1,"grøn","56_53","56_1","53_1",4,0,1,0,"Left_lead","Female","Male","surrender",91
"5303","56","53","Female","Male",22,18,"Stim\r22y35g09b11.jpeg","Stim\r21y03g15b37.jpeg",22,21,35,3,9,15,11,37,1,-1,0,1,1,0,1,1.349,2.781,0,1.884,1,"grøn","56_53","56_1","53_1",6,0,1,1,"Right_lead","Male","Female","surrender",92
"5305","56","53","Female","Male",22,18,"Stim\r09y15g18b07.jpeg","Stim\r17y12g19b18.jpeg",9,17,15,12,18,19,7,18,-1,1,1,0,0,1,1,1.364,1.593,4.734,0,1,"grøn","56_53","56_1","53_1",1,1,0,1,"Left_lead","Female","Male","surrender",94
